opportunity_id,account_id,stage,amount,created_date,close_date,is_closed_won
10454,2504,Closed Won,32179,2024-04-17,2025-05-04,True
10455,1452,Proposal,38754,2024-05-11,2024-09-10,False
10456,4067,Qualification,22624,2024-01-29,2024-02-09,False
10457,4900,Proposal,24350,2025-06-07,2025-06-14,False
10458,1815,Proposal,30681,2025-01-17,2024-03-29,False
10459,1658,Closed Won,27988,2024-03-18,2025-01-03,True
10460,4587,Negotiation,19470,2024-06-28,2024-11-05,False
10461,1546,Negotiation,28704,2024-07-30,2025-07-20,False
10462,2215,Prospecting,33377,2024-02-14,2025-03-26,False
10463,4120,Proposal,32572,2025-05-29,2024-11-16,False
10464,4583,Proposal,11493,2024-08-10,2025-07-10,False
10465,1016,Prospecting,8103,2025-04-28,2025-02-09,False
10466,4243,Qualification,38844,2024-03-09,2025-02-21,False
10467,2243,Negotiation,6994,2025-04-25,2025-08-16,False
10468,3205,Prospecting,7744,2024-08-06,2024-12-31,False
10469,3524,Proposal,31332,2025-01-12,2024-12-26,False
10470,2069,Qualification,9594,2024-01-16,2025-02-01,False
10471,4444,Prospecting,11371,2025-03-14,2024-10-22,False
10472,3565,Qualification,22028,2024-07-10,2025-06-03,False
10473,3146,Closed Lost,39912,2024-01-01,2024-09-18,False
10474,4963,Closed Won,17990,2024-11-03,2025-02-14,True
10475,2768,Closed Lost,20626,2024-08-23,2025-01-05,False
10476,2060,Proposal,24469,2025-02-23,2025-03-09,False
10477,3327,Prospecting,11130,2025-01-26,2024-06-28,False
10478,4420,Proposal,10828,2024-03-03,2024-04-01,False
10479,3544,Proposal,21883,2024-03-03,2025-06-24,False
10480,1301,Closed Won,22542,2024-09-08,2024-03-24,True
10481,1180,Prospecting,14450,2024-03-30,2025-01-21,False
10482,1606,Proposal,24423,2024-12-27,2025-08-20,False
10483,4170,Qualification,6035,2024-01-09,2024-11-06,False
10484,1699,Qualification,21241,2024-04-28,2024-12-08,False
10485,1992,Negotiation,27154,2024-02-04,2024-02-16,False
10486,2139,Proposal,29625,2024-12-26,2024-10-26,False
10487,1190,Proposal,37066,2025-05-22,2024-07-28,False
10488,3300,Proposal,37691,2024-02-18,2024-11-22,False
10489,1980,Proposal,17331,2025-06-11,2024-12-31,False
10490,3975,Negotiation,24690,2024-03-31,2024-05-13,False
10491,3006,Closed Won,23183,2024-03-14,2024-10-15,True
10492,2184,Closed Lost,8875,2024-04-02,2025-06-21,False
10493,4327,Negotiation,16254,2025-03-08,2024-05-17,False
10494,4394,Qualification,32621,2024-05-15,2024-08-30,False
10495,1127,Negotiation,14905,2024-01-14,2025-08-20,False
10496,3065,Proposal,19882,2024-08-19,2024-06-24,False
10497,2816,Qualification,23041,2024-04-12,2025-05-13,False
10498,2758,Closed Won,33098,2024-06-08,2024-09-17,True
10499,3613,Prospecting,37709,2025-06-08,2024-10-19,False
10500,1569,Closed Lost,38675,2025-06-07,2024-04-18,False
10501,2346,Proposal,8837,2024-06-15,2025-04-13,False
10502,2895,Negotiation,28489,2025-01-10,2024-11-03,False
10503,3733,Negotiation,21627,2024-03-19,2024-05-05,False
10504,4863,Closed Won,9696,2025-01-21,2024-12-04,True
10505,1625,Negotiation,17543,2025-02-04,2024-05-02,False
10506,4359,Negotiation,16615,2024-03-14,2024-10-25,False
10507,3901,Prospecting,5466,2024-01-27,2024-04-03,False
10508,2686,Proposal,34771,2025-02-03,2025-03-03,False
10509,4009,Qualification,22350,2025-02-02,2025-03-07,False
10510,4710,Negotiation,4375,2025-05-15,2024-03-04,False
10511,1154,Proposal,37030,2024-02-12,2024-05-26,False
10512,3537,Negotiation,24746,2024-09-12,2025-05-29,False
10513,2409,Prospecting,26886,2024-07-02,2025-04-23,False
10514,1784,Prospecting,36651,2024-12-11,2024-12-16,False
10515,4175,Negotiation,11833,2024-03-28,2024-09-27,False
10516,4464,Prospecting,5893,2024-08-25,2024-07-16,False
10517,4882,Prospecting,34573,2025-03-20,2024-09-28,False
10518,1245,Prospecting,35371,2025-02-22,2024-05-31,False
10519,4247,Closed Lost,15826,2024-10-21,2024-11-13,False
10520,4110,Negotiation,38420,2025-04-15,2024-08-16,False
10521,2500,Proposal,25924,2024-03-30,2024-05-25,False
10522,2705,Qualification,37367,2024-11-16,2024-08-12,False
10523,3806,Qualification,25199,2024-12-02,2025-08-07,False
10524,1537,Negotiation,29868,2025-04-17,2025-06-27,False
10525,2890,Negotiation,12792,2024-02-19,2024-05-15,False
10526,2841,Qualification,24597,2024-10-24,2025-02-08,False
10527,1920,Qualification,40405,2025-03-07,2024-12-09,False
10528,3455,Prospecting,36696,2024-04-18,2024-06-04,False
10529,1524,Negotiation,19989,2024-08-12,2025-04-10,False
10530,3875,Negotiation,32931,2024-06-15,2024-05-20,False
10531,2529,Qualification,13290,2024-03-17,2025-06-22,False
10532,3950,Prospecting,18342,2024-11-04,2024-03-05,False
10533,4896,Prospecting,28941,2024-07-18,2025-04-06,False
10534,1035,Closed Lost,17945,2025-06-22,2024-02-12,False
10535,1684,Qualification,14762,2024-09-14,2024-11-18,False
10536,1019,Negotiation,34133,2025-05-15,2025-03-06,False
10537,3368,Negotiation,31052,2024-10-15,2024-04-27,False
10538,4847,Proposal,23953,2024-08-29,2025-04-08,False
10539,3559,Qualification,21130,2024-04-06,2024-03-05,False
10540,1399,Prospecting,35086,2024-10-08,2024-07-07,False
10541,3701,Negotiation,8633,2024-06-17,2025-03-17,False
10542,1971,Negotiation,21304,2024-01-06,2025-05-28,False
10543,2906,Negotiation,36284,2024-11-24,2025-03-07,False
10544,3518,Proposal,11008,2024-03-22,2024-10-04,False
10545,2166,Prospecting,31405,2024-03-19,2024-02-08,False
10546,2115,Closed Lost,40386,2024-08-25,2024-12-28,False
10547,4425,Negotiation,29373,2025-06-04,2024-06-29,False
10548,1833,Qualification,24827,2024-08-04,2025-04-22,False
10549,2823,Closed Lost,37040,2024-02-22,2024-10-16,False
10550,3774,Negotiation,17007,2024-10-30,2025-07-10,False
10551,2982,Proposal,22157,2024-02-24,2025-02-02,False
10552,1853,Negotiation,36157,2024-08-23,2024-11-05,False
10553,1050,Closed Won,39315,2024-09-06,2024-10-11,True
10554,4736,Negotiation,39932,2025-06-13,2025-07-07,False
10555,4769,Prospecting,25164,2024-05-07,2024-11-06,False
10556,1574,Qualification,18414,2024-03-02,2025-04-14,False
10557,4261,Closed Lost,18327,2024-04-27,2024-12-30,False
10558,2148,Qualification,4946,2024-07-14,2025-01-28,False
10559,3197,Proposal,18693,2024-11-01,2025-05-03,False
10560,3361,Proposal,31241,2024-05-26,2025-01-03,False
10561,3617,Proposal,34254,2025-05-21,2024-08-09,False
10562,4413,Negotiation,19540,2024-06-15,2024-12-20,False
10563,3352,Closed Lost,10719,2025-02-19,2025-06-12,False
10564,2715,Qualification,29081,2025-02-22,2025-05-11,False
10565,1681,Prospecting,15350,2025-06-15,2024-11-25,False
10566,1837,Qualification,40358,2025-02-16,2024-02-03,False
10567,4854,Closed Won,36021,2024-02-20,2024-06-24,True
10568,2077,Negotiation,32369,2024-04-09,2025-07-27,False
10569,4050,Qualification,35728,2024-10-26,2024-06-04,False
10570,3491,Closed Won,21576,2024-04-05,2025-04-29,True
10571,3660,Closed Won,33001,2025-04-08,2025-08-19,True
10572,4040,Closed Won,21848,2024-06-19,2025-07-20,True
10573,3311,Closed Lost,4390,2024-10-07,2024-11-14,False
10574,4124,Qualification,25999,2024-07-28,2024-05-06,False
10575,2595,Negotiation,15569,2025-02-17,2024-10-28,False
10576,4051,Proposal,17029,2024-01-07,2025-05-08,False
10577,4691,Closed Won,26490,2025-05-17,2024-03-07,True
10578,1004,Negotiation,39328,2024-08-01,2025-06-10,False
10579,2126,Negotiation,9867,2024-03-06,2024-05-20,False
10580,2219,Negotiation,19284,2024-08-04,2024-12-02,False
10581,1773,Qualification,37979,2024-02-26,2024-08-25,False
10582,1876,Proposal,13121,2025-05-27,2024-09-28,False
10583,1991,Closed Lost,5539,2024-09-07,2025-03-06,False
10584,3931,Closed Lost,29488,2024-01-28,2024-08-26,False
10585,4421,Prospecting,21027,2025-06-24,2025-06-24,False
10586,1046,Qualification,12693,2025-06-08,2024-07-06,False
10587,3914,Prospecting,12921,2024-07-27,2024-06-19,False
10588,3870,Negotiation,14310,2025-06-05,2024-03-01,False
10589,3983,Closed Won,34908,2024-08-18,2025-05-16,True
10590,4891,Qualification,8386,2025-05-14,2025-04-19,False
10591,3703,Proposal,36263,2024-10-15,2024-12-31,False
10592,1268,Closed Won,32412,2024-06-12,2024-10-05,True
10593,1369,Negotiation,21303,2024-05-20,2024-02-23,False
10594,1635,Proposal,16242,2024-02-09,2024-06-08,False
10595,2129,Proposal,12947,2025-02-13,2024-08-03,False
10596,2693,Proposal,9930,2024-09-09,2025-05-13,False
10597,2682,Qualification,4507,2024-04-03,2025-02-04,False
10598,1656,Proposal,5436,2024-09-25,2025-05-14,False
10599,1119,Negotiation,31151,2024-08-21,2025-03-11,False
10600,1830,Closed Won,15618,2024-05-04,2024-08-28,True
10601,2810,Negotiation,12750,2024-04-24,2025-03-17,False
10602,4675,Negotiation,20122,2024-11-25,2025-04-06,False
10603,2081,Qualification,11354,2024-01-30,2025-08-10,False
10604,2974,Proposal,34979,2024-08-01,2024-05-14,False
10605,2369,Prospecting,24900,2024-06-25,2025-04-26,False
10606,1740,Qualification,17840,2024-01-04,2024-12-17,False
10607,4545,Negotiation,41167,2024-09-24,2025-03-08,False
10608,1116,Closed Lost,9037,2024-04-12,2024-09-26,False
10609,2853,Prospecting,32633,2024-09-27,2024-12-26,False
10610,3838,Proposal,28495,2025-02-04,2024-07-17,False
10611,2150,Closed Won,19848,2025-01-15,2025-08-21,True
10612,4464,Qualification,40483,2025-04-26,2025-02-19,False
10613,2931,Proposal,11837,2025-03-15,2024-05-16,False
10614,2012,Negotiation,38069,2024-05-22,2025-04-23,False
10615,2664,Negotiation,11370,2025-03-08,2024-02-22,False
10616,2081,Qualification,10411,2024-10-21,2025-01-05,False
10617,1633,Proposal,34499,2024-10-25,2025-08-03,False
10618,1512,Negotiation,34225,2025-04-07,2024-10-06,False
10619,4822,Proposal,4692,2025-05-23,2025-05-15,False
10620,3849,Prospecting,32926,2024-11-08,2024-05-12,False
10621,2119,Negotiation,38246,2025-01-01,2025-06-05,False
10622,4709,Prospecting,12448,2025-03-16,2024-10-28,False
10623,2141,Negotiation,14073,2025-01-05,2025-01-31,False
10624,1559,Qualification,39414,2024-08-12,2024-07-21,False
10625,4672,Closed Lost,9209,2025-01-24,2024-08-07,False
10626,1487,Proposal,10533,2025-02-23,2025-07-13,False
10627,4308,Qualification,25061,2025-05-14,2025-05-13,False
10628,4956,Prospecting,11211,2024-10-18,2025-06-02,False
10629,1896,Qualification,13927,2024-05-30,2024-09-14,False
10630,4343,Closed Won,15927,2024-03-27,2024-07-13,True
10631,2212,Closed Lost,28594,2025-04-23,2024-03-22,False
10632,1703,Proposal,13316,2024-02-27,2024-06-08,False
10633,2470,Proposal,16177,2025-01-25,2024-02-26,False
10634,1580,Negotiation,14846,2025-03-02,2024-05-03,False
10635,3837,Closed Won,11933,2024-01-27,2024-03-06,True
10636,3908,Proposal,6080,2024-01-18,2024-10-28,False
10637,3294,Proposal,10089,2024-04-26,2024-05-17,False
10638,4147,Proposal,30123,2025-04-08,2024-10-12,False
10639,1153,Negotiation,11797,2024-02-04,2024-12-22,False
10640,2679,Prospecting,12346,2024-06-18,2024-12-27,False
10641,4506,Negotiation,23878,2024-12-04,2025-03-28,False
10642,1996,Proposal,37672,2025-04-19,2024-08-18,False
10643,4157,Negotiation,21653,2024-12-05,2025-04-07,False
10644,3744,Prospecting,30140,2024-11-29,2025-08-06,False
10645,4356,Proposal,5184,2024-09-12,2024-08-19,False
10646,2243,Proposal,38493,2025-01-08,2025-08-01,False
10647,2092,Negotiation,28846,2025-05-04,2024-07-06,False
10648,4118,Prospecting,26195,2025-01-26,2025-01-11,False
10649,2008,Proposal,9606,2024-10-17,2024-09-11,False
10650,3141,Proposal,7956,2024-11-26,2024-06-03,False
10651,2773,Proposal,20555,2025-05-18,2025-07-19,False
10652,1957,Negotiation,28849,2024-08-02,2024-06-14,False
10653,4059,Negotiation,22690,2025-05-05,2024-05-27,False
10654,1452,Closed Won,30347,2024-04-02,2024-09-10,True
10655,2227,Qualification,37189,2024-03-23,2025-08-14,False
10656,3959,Closed Won,29785,2024-01-28,2024-05-20,True
10657,3265,Proposal,36698,2024-11-19,2024-09-13,False
10658,3521,Prospecting,19966,2025-01-08,2025-07-19,False
10659,3479,Prospecting,35097,2025-06-01,2025-04-17,False
10660,3388,Qualification,19882,2024-03-26,2025-06-12,False
10661,1550,Negotiation,8675,2024-06-25,2025-04-30,False
10662,2635,Negotiation,17009,2025-03-08,2025-03-04,False
10663,2312,Negotiation,31843,2024-07-26,2025-01-02,False
10664,4325,Proposal,33793,2024-03-20,2025-04-06,False
10665,2757,Proposal,21857,2024-10-10,2024-04-24,False
10666,1356,Prospecting,23627,2024-06-08,2024-12-06,False
10667,3070,Qualification,22565,2025-03-20,2024-11-30,False
10668,2785,Proposal,30025,2025-05-26,2024-08-09,False
10669,3569,Prospecting,31832,2024-09-28,2025-01-08,False
10670,2781,Qualification,13782,2024-06-07,2025-07-03,False
10671,4908,Proposal,26366,2024-11-07,2025-05-18,False
10672,4171,Negotiation,32557,2024-06-03,2025-04-22,False
10673,3849,Closed Lost,9798,2024-12-29,2024-04-06,False
10674,4251,Closed Lost,13627,2024-11-25,2024-12-16,False
10675,4294,Negotiation,16466,2024-05-02,2025-07-25,False
10676,4977,Proposal,16720,2025-02-06,2025-04-17,False
10677,3809,Negotiation,41292,2024-01-07,2025-04-02,False
10678,4730,Negotiation,10559,2024-06-30,2025-08-20,False
10679,3489,Prospecting,23158,2025-02-19,2024-10-19,False
10680,2631,Proposal,34916,2024-04-12,2025-06-15,False
10681,3816,Closed Won,26057,2024-12-03,2025-05-25,True
10682,2015,Proposal,39892,2025-05-05,2025-02-28,False
10683,2348,Proposal,15706,2024-10-25,2024-04-03,False
10684,1515,Proposal,16070,2024-08-21,2024-03-12,False
10685,4087,Qualification,4924,2024-06-27,2024-02-10,False
10686,3839,Proposal,30478,2024-02-08,2024-06-05,False
10687,1335,Qualification,9506,2024-11-05,2025-04-02,False
10688,2782,Prospecting,39163,2025-03-21,2024-11-08,False
10689,3305,Prospecting,28604,2024-06-29,2025-05-04,False
10690,1496,Closed Won,19310,2024-06-04,2025-05-13,True
10691,1895,Qualification,12226,2024-02-02,2024-05-14,False
10692,3207,Proposal,15781,2024-06-16,2024-03-14,False
10693,4546,Qualification,9515,2024-11-02,2024-07-20,False
10694,1851,Closed Lost,40133,2024-04-21,2024-09-06,False
10695,2687,Qualification,20972,2024-08-09,2024-09-12,False
10696,2931,Proposal,36092,2024-03-23,2024-07-29,False
10697,3737,Closed Won,15410,2024-01-04,2024-10-14,True
10698,4746,Closed Won,23522,2025-03-08,2025-05-01,True
10699,3427,Qualification,13095,2025-05-22,2024-05-04,False
10700,2568,Closed Won,27047,2024-03-26,2024-11-28,True
10701,1956,Proposal,24470,2024-07-15,2024-06-21,False
10702,3738,Proposal,12531,2024-06-15,2024-08-06,False
10703,4498,Prospecting,41038,2024-03-22,2025-01-20,False
10704,2636,Prospecting,26403,2025-01-26,2024-03-02,False
10705,2291,Negotiation,33122,2024-02-09,2024-06-07,False
10706,4906,Proposal,20940,2025-01-08,2024-05-29,False
10707,4648,Proposal,33831,2024-06-14,2024-07-13,False
10708,2440,Negotiation,15279,2024-05-22,2025-03-24,False
10709,2191,Negotiation,10477,2025-05-26,2025-06-20,False
10710,4913,Qualification,21400,2024-06-22,2025-03-10,False
10711,2066,Negotiation,10470,2024-12-05,2024-08-04,False
10712,4627,Prospecting,6062,2024-06-26,2025-02-15,False
10713,1284,Negotiation,23880,2024-04-24,2025-05-07,False
10714,3444,Negotiation,38581,2024-03-07,2024-05-12,False
10715,1011,Closed Lost,18308,2024-03-13,2025-06-11,False
10716,2630,Prospecting,30027,2025-02-02,2024-11-10,False
10717,4373,Prospecting,34720,2024-04-12,2024-07-08,False
10718,4969,Qualification,39081,2025-04-12,2025-05-16,False
10719,4324,Qualification,13706,2025-01-08,2025-06-21,False
10720,3546,Qualification,13837,2025-05-03,2024-08-22,False
10721,1753,Closed Lost,40824,2025-01-13,2024-06-24,False
10722,3082,Qualification,37073,2025-04-16,2024-11-30,False
10723,3774,Qualification,36088,2024-09-04,2024-05-21,False
10724,3896,Negotiation,32112,2025-03-09,2024-05-20,False
10725,1089,Proposal,30299,2024-05-15,2024-03-15,False
10726,1775,Negotiation,38457,2025-05-12,2025-02-02,False
10727,3652,Prospecting,34063,2025-03-02,2024-08-18,False
10728,4993,Proposal,7917,2024-04-01,2025-02-11,False
10729,4017,Prospecting,6936,2025-06-06,2024-07-09,False
10730,2625,Prospecting,40630,2024-06-21,2024-08-05,False
10731,4069,Closed Lost,18506,2025-06-20,2024-04-27,False
10732,1417,Prospecting,32805,2025-04-21,2024-07-27,False
10733,1114,Proposal,18318,2024-05-21,2024-04-23,False
10734,1616,Proposal,30026,2024-11-22,2024-06-26,False
10735,4974,Qualification,31672,2024-01-01,2024-10-23,False
10736,4267,Closed Won,31281,2024-10-23,2025-06-01,True
10737,1825,Prospecting,32091,2025-02-18,2024-02-22,False
10738,4572,Negotiation,22610,2024-12-09,2025-02-13,False
10739,2649,Closed Lost,5079,2024-12-17,2025-04-30,False
10740,2516,Proposal,33850,2024-06-22,2024-03-16,False
10741,4146,Closed Lost,24590,2024-04-09,2024-05-02,False
10742,1412,Prospecting,34951,2025-02-01,2024-10-23,False
10743,4447,Proposal,19327,2024-09-13,2025-01-06,False
10744,4491,Qualification,16755,2024-01-26,2024-05-14,False
10745,1728,Negotiation,11235,2024-06-09,2025-06-13,False
10746,4348,Closed Lost,21197,2024-05-14,2025-07-04,False
10747,4068,Qualification,25473,2025-04-23,2024-02-12,False
10748,3808,Negotiation,6031,2024-06-18,2024-05-23,False
10749,1675,Qualification,18287,2024-01-15,2025-05-07,False
10750,4465,Proposal,36230,2025-01-23,2025-01-28,False
10751,2892,Proposal,23037,2024-06-07,2025-08-04,False
10752,3504,Closed Lost,31052,2024-04-17,2024-11-25,False
10753,3967,Negotiation,7340,2025-05-03,2024-06-07,False
10754,3239,Qualification,5141,2025-06-12,2024-11-22,False
10755,3786,Prospecting,29425,2024-07-15,2024-05-08,False
10756,4760,Qualification,23281,2024-03-14,2024-09-07,False
10757,2122,Qualification,24425,2024-12-20,2024-11-24,False
10758,2571,Qualification,38806,2025-05-09,2025-03-03,False
10759,1977,Closed Won,36113,2024-04-13,2024-05-30,True
10760,2008,Proposal,8270,2024-08-05,2025-02-27,False
10761,3143,Proposal,8683,2025-02-21,2024-03-21,False
10762,2687,Prospecting,33809,2024-01-13,2025-06-21,False
10763,3710,Closed Won,38552,2024-10-25,2025-08-03,True
10764,4261,Negotiation,7786,2024-10-24,2024-04-09,False
10765,4807,Prospecting,25650,2025-02-22,2024-11-07,False
10766,1036,Negotiation,32706,2024-12-18,2024-04-27,False
10767,4851,Proposal,13190,2024-08-02,2024-06-12,False
10768,4440,Prospecting,33709,2024-01-18,2024-09-17,False
10769,4766,Proposal,18892,2025-03-20,2024-04-18,False
10770,2548,Proposal,13643,2024-02-25,2025-08-09,False
10771,3326,Qualification,13943,2025-05-16,2025-04-17,False
10772,3264,Closed Lost,25042,2024-02-05,2025-04-06,False
10773,3914,Closed Won,10869,2024-10-24,2024-03-09,True
10774,1872,Negotiation,24918,2025-02-04,2025-02-22,False
10775,2821,Proposal,32379,2024-03-25,2024-03-31,False
10776,2296,Proposal,29274,2024-04-11,2024-10-11,False
10777,4952,Negotiation,21696,2024-01-30,2024-03-01,False
10778,3109,Proposal,6962,2024-11-30,2025-08-02,False
10779,1595,Prospecting,17851,2025-01-03,2025-03-17,False
10780,2903,Proposal,9296,2024-09-10,2025-06-01,False
10781,1728,Closed Won,18745,2025-05-11,2025-08-09,True
10782,2365,Proposal,9730,2024-07-22,2025-04-25,False
10783,1396,Prospecting,17921,2024-05-01,2024-09-08,False
10784,1698,Negotiation,36894,2025-06-17,2024-08-18,False
10785,4090,Qualification,9602,2025-03-04,2024-12-29,False
10786,3224,Qualification,21575,2024-09-25,2024-02-26,False
10787,2635,Qualification,23023,2025-05-03,2024-12-27,False
10788,1395,Qualification,19997,2024-07-17,2025-03-26,False
10789,3492,Negotiation,21750,2025-01-03,2025-01-16,False
10790,4304,Proposal,26837,2024-12-08,2025-02-10,False
10791,4986,Qualification,18997,2024-11-22,2024-07-30,False
10792,1075,Closed Won,27067,2024-03-05,2024-04-22,True
10793,1264,Closed Won,24923,2024-12-02,2024-05-20,True
10794,3502,Closed Won,12876,2024-07-13,2025-04-22,True
10795,2819,Qualification,6887,2024-06-26,2025-08-06,False
10796,1717,Proposal,40854,2024-03-10,2024-11-18,False
10797,3782,Closed Lost,40948,2024-04-04,2024-05-26,False
10798,4455,Negotiation,6841,2024-12-27,2025-07-13,False
10799,4635,Prospecting,32756,2024-03-22,2024-11-03,False
10800,1850,Prospecting,10040,2024-09-03,2025-03-24,False
10801,4577,Proposal,14304,2024-04-05,2024-10-07,False
10802,2390,Closed Lost,34341,2025-06-14,2025-05-01,False
10803,1143,Proposal,8758,2024-06-25,2024-05-27,False
10804,1884,Proposal,21010,2025-01-13,2024-06-20,False
10805,4140,Prospecting,35658,2025-04-01,2025-08-12,False
10806,4170,Negotiation,41782,2024-11-05,2025-05-16,False
10807,1395,Closed Won,5375,2024-08-10,2024-09-19,True
10808,4096,Proposal,37949,2024-03-12,2025-01-09,False
10809,3995,Negotiation,26092,2025-03-04,2024-12-21,False
10810,3938,Closed Lost,4490,2024-12-11,2025-01-02,False
10811,2492,Qualification,7729,2025-01-18,2025-06-11,False
10812,4555,Proposal,9974,2024-10-13,2024-09-02,False
10813,4636,Qualification,23680,2024-03-28,2025-04-04,False
10814,4222,Negotiation,22324,2025-02-20,2024-04-23,False
10815,2167,Proposal,35334,2024-12-15,2024-05-19,False
10816,3616,Negotiation,25398,2024-03-30,2024-08-20,False
10817,2062,Negotiation,38650,2025-02-28,2024-06-19,False
10818,3156,Proposal,25292,2024-01-23,2025-06-15,False
10819,4764,Closed Lost,39755,2024-03-04,2024-03-17,False
10820,2065,Proposal,7159,2025-04-23,2024-04-29,False
10821,2209,Qualification,36626,2024-03-12,2024-06-06,False
10822,3982,Negotiation,33351,2024-01-30,2024-04-27,False
10823,3445,Negotiation,41298,2025-05-14,2024-03-15,False
10824,4294,Qualification,21065,2025-04-30,2024-06-22,False
10825,1633,Closed Won,25638,2025-04-04,2025-06-02,True
10826,2156,Closed Lost,5073,2024-09-07,2024-12-09,False
10827,4234,Qualification,22771,2024-06-01,2024-02-19,False
10828,2238,Closed Lost,39461,2025-02-14,2024-04-12,False
10829,1732,Prospecting,33320,2024-09-25,2024-07-05,False
10830,1234,Qualification,8340,2024-05-15,2025-07-02,False
10831,4914,Qualification,38924,2024-05-12,2024-06-01,False
10832,3705,Closed Won,20184,2025-01-25,2025-02-05,True
10833,1750,Negotiation,6580,2024-07-12,2024-05-28,False
10834,3635,Qualification,32967,2024-08-21,2024-12-15,False
10835,4080,Proposal,6159,2024-04-08,2024-04-10,False
10836,4145,Negotiation,17900,2024-03-06,2024-08-16,False
10837,1953,Prospecting,15440,2024-08-12,2024-12-07,False
10838,3539,Closed Won,18678,2024-03-08,2024-03-06,True
10839,3960,Closed Won,16021,2025-01-10,2024-03-11,True
10840,4324,Proposal,10772,2024-02-28,2024-07-25,False
10841,4301,Closed Lost,5627,2025-06-11,2024-05-14,False
10842,2542,Proposal,12219,2024-06-30,2025-03-20,False
10843,2197,Closed Lost,27464,2024-06-14,2025-03-03,False
10844,2676,Negotiation,34232,2025-02-02,2024-05-15,False
10845,2191,Negotiation,12488,2024-08-22,2024-09-04,False
10846,3217,Qualification,38949,2025-01-06,2024-08-14,False
10847,2416,Closed Won,22981,2024-09-06,2024-04-26,True
10848,3993,Proposal,4901,2024-05-30,2024-05-22,False
10849,3842,Qualification,26444,2025-06-04,2024-03-04,False
10850,3681,Prospecting,22061,2024-09-29,2024-11-05,False
10851,2217,Proposal,6881,2024-08-12,2024-03-27,False
10852,2540,Proposal,33863,2024-07-25,2025-06-13,False
10853,3076,Negotiation,9622,2025-04-08,2024-09-13,False
10854,4236,Closed Won,5378,2024-01-05,2024-12-23,True
10855,2445,Prospecting,21632,2024-05-03,2025-05-11,False
10856,3386,Negotiation,32311,2024-07-11,2024-03-07,False
10857,4719,Qualification,9650,2025-05-21,2025-01-17,False
10858,2519,Closed Won,11036,2024-05-27,2024-04-01,True
10859,2388,Closed Won,26499,2025-03-01,2024-11-29,True
10860,2856,Proposal,41016,2024-03-14,2024-12-29,False
10861,2365,Negotiation,8603,2024-09-03,2025-05-10,False
10862,1499,Qualification,31773,2024-11-28,2025-03-09,False
10863,2680,Proposal,23937,2024-04-29,2024-07-27,False
10864,1510,Closed Won,16632,2024-05-03,2025-01-21,True
10865,4398,Proposal,34607,2024-10-11,2024-03-10,False
10866,1216,Proposal,30337,2024-05-12,2025-07-11,False
10867,2324,Proposal,4220,2024-07-19,2024-10-22,False
10868,2155,Closed Won,8818,2024-11-14,2025-02-14,True
10869,2827,Qualification,11349,2024-02-05,2024-08-05,False
10870,4141,Qualification,9618,2024-01-27,2024-08-27,False
10871,4323,Negotiation,31464,2024-12-14,2025-08-04,False
10872,4486,Closed Won,41344,2024-07-15,2025-05-09,True
10873,2810,Prospecting,22255,2024-01-04,2024-09-10,False
10874,3492,Qualification,28299,2024-03-15,2025-04-09,False
10875,3923,Prospecting,5462,2025-01-22,2024-12-04,False
10876,2205,Qualification,19905,2024-11-22,2024-03-21,False
10877,3214,Proposal,28920,2024-02-04,2024-04-28,False
10878,1090,Negotiation,20252,2024-10-31,2024-07-19,False
10879,1713,Negotiation,38836,2024-11-04,2025-03-21,False
10880,2881,Negotiation,9753,2024-06-12,2024-08-04,False
10881,4602,Proposal,18175,2024-11-20,2025-03-21,False
10882,1038,Closed Won,10191,2024-06-06,2024-10-31,True
10883,4197,Proposal,21898,2024-04-09,2024-06-24,False
10884,4522,Closed Lost,22982,2025-03-05,2024-07-16,False
10885,1172,Negotiation,18622,2024-06-28,2025-01-17,False
10886,1652,Prospecting,5001,2024-05-02,2024-11-06,False
10887,1753,Negotiation,27283,2024-03-14,2024-12-28,False
10888,2243,Qualification,25435,2024-03-05,2024-03-17,False
10889,4709,Negotiation,31223,2024-08-21,2024-10-26,False
10890,2081,Prospecting,41244,2025-02-26,2024-11-01,False
10891,2683,Qualification,34024,2024-11-23,2024-05-20,False
10892,3523,Closed Won,34734,2024-01-16,2025-04-13,True
10893,1455,Qualification,4515,2024-12-22,2025-08-03,False
10894,1828,Closed Won,5191,2024-07-19,2025-06-16,True
10895,1894,Qualification,36264,2024-02-11,2024-10-31,False
10896,2384,Negotiation,10297,2024-01-12,2024-05-20,False
10897,2958,Negotiation,31856,2025-03-21,2024-12-21,False
10898,4072,Proposal,12334,2025-05-21,2024-12-27,False
10899,3434,Qualification,28162,2024-02-26,2024-03-16,False
10900,2996,Qualification,10008,2024-05-11,2025-04-14,False
10901,3395,Prospecting,11987,2024-10-20,2024-09-20,False
10902,1189,Qualification,34966,2024-11-10,2025-03-17,False
10903,1504,Negotiation,7332,2024-03-30,2024-03-07,False
10904,2214,Closed Lost,4787,2024-11-24,2024-03-20,False
10905,2531,Closed Won,13873,2025-04-01,2024-07-28,True
10906,4440,Negotiation,21006,2025-05-18,2025-05-11,False
10907,4480,Negotiation,24225,2024-03-27,2024-07-09,False
10908,1823,Negotiation,40444,2024-11-14,2025-03-27,False
